artist_name,title,release,tags
b'Ty Herndon',"b""A Man Holdin' On (To A Woman Lettin' Go)""",b'Big Hopes',"[['country', '100'], ['beautiful', '50'], ['my favorite', '37'], ['great song', '37'], ['classic country', '37'], ['Favourite Songs', '25'], ['sad songs', '25'], ['american country', '25'], ['powerful men', '25'], ['make a cd', '12'], ['family', '0'], ['YEAH i do', '0']]"
b'The Knife',b'The Captain',b'Silent Shout',"[['electronic', '100'], ['electronica', '50'], ['ambient', '46'], ['swedish', '39'], ['electro', '25'], ['synthpop', '21'], ['the knife', '16'], ['scandinavian', '15'], ['alternative', '15'], ['synth', '13'], ['indie', '12'], ['experimental', '10'], ['Sweden', '9'], ['dark', '8'], ['female vocalists', '7'], ['electropop', '6'], ['indietronica', '6'], ['psychedelic', '6'], ['synth pop', '5'], ['dance', '5'], ['00s', '5'], ['Electroclash', '5'], ['idm', '5'], ['cold', '4'], ['beautiful', '4'], ['Arguman-loved tracks', '4'], ['european', '4'], ['calm', '4'], ['mysterious synth', '4'], ['ambient electro', '4'], ['weird', '3'], ['Good Stuff', '3'], ['electrosexy', '3'], ['silent shout', '3'], ['chill', '3'], ['dark ambient', '3'], ['electronic landscapes', '3'], ['rock', '3'], ['darkness', '3'], ['Radio', '2'], ['nordic', '2'], ['the captain', '2'], ['elektro', '2'], ['svenskt', '2'], ['favourite', '2'], ['77davez-all-tracks', '2'], ['after dark', '2'], ['best songs of 2006', '2'], ['drjazzmrfunkmusic', '2'], ['swimming in the dark', '2'], ['the knife - the captain', '2'], ['summer', '2'], ['brokenheartnoise', '2'], ['favorites', '2'], ['bizarre vocals', '2'], ['wownoise', '1'], ['captain my captain', '1'], ['mychill', '1'], ['grrrrrrrrooood', '1'], ['magnifico', '1'], ['spy song', '1'], ['Emotionen', '1'], ['wohoo', '1'], ['screaming synthies', '1'], ['crazynoise', '1'], ['atmospheric electronica', '1'], ['rollerskatin', '1'], ['movie trailer', '1'], ['foreing', '1'], ['IIIIIIIIII AMAZING TRACK :D IIIIIIIIII', '1'], ['3 star', '1'], ['5 starz', '1'], ['blaster', '1'], ['tag reading', '1'], ['connections', '1'], ['efterfest', '1'], ['n traum', '1'], ['exotic orgy', '1'], ['electro favs', '1'], ['all-time-classic', '1'], ['Bjorns Favoriter', '1'], ['fall into dreams-song', '1'], ['dodligt vackert', '1'], ['nattsudd', '1'], ['dojaja', '1'], ['magiskt klirr och klang', '1'], ['hotfullt', '1'], ['Skum musik', '1'], ['creepsgiver', '1'], ['Best electrosongs of the year', '1'], ['reposant', '1'], ['muka muka', '1'], ['Sighh', '1'], ['nix partly', '1'], ['xanbaldaio-electrosofa', '1'], ['gracious synths', '1'], ['i like the sounds you make', '1'], ['yyyeeeeeeeeeeeeaaaaaaaaaaaaaaaaaahhhhhhhhhhhhhhhhhhhhhhhh', '1'], ['5P', '1'], ['a bailar bailar bailar', '1']]"
b'Chris Jagger',b'Still Waters',b'Channel Fever',[]
b'Jimmy Witherspoon',b'Better Love Next Time Part 2',b'Urban Blues Singing Legend 1949-1951',[]
b'R. Carlos Nakai',b'Tibetan Turquoise (World)',b'In A Distant Place',[]
b'Kieran',b'Best Friends',b'Breathe',[]
b'Gabriel Yared',b'Ship in a Painting',b'1408',"[['movie - 1408', '100']]"
b'Curtis Mayfield',b'Superfly (Single Mix Version)',b'Superfly:  Deluxe 25th Anniversary Edition',"[['teuf', '100']]"
b'REX ALLEN JR.',"b""Don't Say Goodbye (Album Version)""",b'The Very Best Of Rex Allen_ Jr.',[]
b'Jimmy McGriff',b'Cumayon',b'Jimmy McGriff - Pisces',[]
b'C\xc3\xa9line Dion',"b'Because You Loved Me (Theme from ""Up Close and Personal"")'",b'My Love Ultimate Essential Collection',"[['pop', '100'], ['female vocalists', '66'], ['Celine Dion', '50'], ['90s', '50'], ['greatest hits', '33'], ['Love', '33'], ['ballads', '33'], ['my celine dion tag', '16'], ['most sentimental', '16'], ['Basically Bass', '16'], ['Hot AC', '16'], ['diane warren', '16'], ['cuddly', '16'], ['great song', '16'], ['beautiful', '16'], ['Soundtrack', '16'], ['female vocalist', '16'], ['love songs', '16'], ['my favorite', '16'], ['Dream', '16'], ['adult contemporary', '16'], ['1990s', '16'], ['romance', '0'], ['music I grew up with', '0'], ['emotional', '0'], ['power tracks', '0'], ['gh fgh', '0'], ['fH Projex', '0'], ['ny sang for meg', '0'], ['tzipi', '0'], ['decade of songs', '0'], ['zonnebloem', '0']]"
b'Danny Davis & The Boys',b'The Golden Sea',b'Danny Davis & The Boys',[]
b'Sugar Ray',b'Mean Machine (Remastered LP Version)',b'The Best Of Sugar Ray',"[['nix choose', '100']]"
b'The Jeff Healey Band',b'My Little Girl',b'LIVE AT MONTREUX',"[['blues rock', '100'], ['blues', '75'], ['rock', '25'], ['littlegirl', '25'], ['JeffHealey', '25']]"
b'Dakis',b'Tha Mino Pia Sto Parelthon (2005 Digital Remaster)',"b""Back To The 70'S-The Very Best Of Dakis""",[]
b'Viki Mosholiou',"b""Kimisou Palikari (TH' Allaxi To Feggari) (2004 Digital Remaster)""",b'Thalassina Feggaria',[]
b'Year Long Disaster',b'Show Me Your Teeth (Radio Edit)',b'Show Me Your Teeth (Radio Edit)',"[['rock', '100'], ['karma to burn', '100'], ['davies', '100'], ['Year Long Disaster', '100'], ['yearlongdisaster', '100']]"
b'Joy Division',b'Digital [Live at Birmingham University] [2007 Re-mastered]',"b""Still [Collector's Edition]""","[['80s', '100'], ['rock', '100'], ['digital', '100'], ['alternative', '100'], ['new wave', '100'], ['post-punk', '100']]"
b'The All-American Rejects',b'Bite Back',b'Dirty Little Secret',"[['alternative rock', '100'], ['Good Stuff', '100'], ['The All-American Rejects', '100'], ['summer 07', '100'], ['emo', '50'], ['pop rock', '50']]"
b'Blind Willie Johnson',b'Jesus Is Coming Soon',b'The Complete Blind Willie Johnson',"[['blues', '100'], ['gospel blues', '50'], ['jesus', '33'], ['bottleneck guitar', '33'], ['quarkzangsun new', '16'], ['quarkzangsun loved', '16'], ['quarkzangsun p3', '16'], ['quarkzangsun', '16'], ['gravel voiced', '16'], ['The divine and The demonic', '16'], ['blues classic', '16'], ['blind willie johnson', '16'], ['Holy', '16'], ['names', '16'], ['Old Blues', '16'], ['Classic Blues', '16'], ['roots', '16'], ['gospel', '16'], ['friendsofthekingofrummelpop', '0'], ['loved', '0'], ['jisas', '0'], ['Piezas maravillosas', '0']]"
b'Vox Dei',b'A Nadie Le Interesa Si Qued\xc3\xa1s Atr\xc3\xa1s (Total Que...)',b'Cuero Caliente',"[['Rock Argentino', '100']]"
b'Anti-Flag',b'Tearing Everyone Down',b'A New Kind of Army',"[['punk', '100'], ['punk rock', '77'], ['political punk', '22'], ['Songs To Make You Think', '11'], ['shower singalong song', '11'], ['politpunk', '11'], ['Meaningful', '11'], ['my favourite songs', '11'], ['different', '11'], ['sing along', '11'], ['2002', '11'], ['fantastic', '11'], ['great lyrics', '11'], ['sick', '11'], ['happiness', '11'], ['Yay', '11'], ['political', '11'], ['seen live', '0']]"
b'Dorothy Norwood',b'Near The Cross',"b""Hattie B's Daughter""","[['gospel song 7', '100'], ['black gospel', '50'], ['Contemporary Gospel Tag', '50']]"
b'Sinch',b'Plasma (Album Version)',b'Sinch',"[['rock', '100'], ['jonathanalive', '100']]"
b'MIMS',b'Cop It',b'Music Is My Savior',"[['hip hop', '100'], ['rap', '75'], ['rnb', '50'], ['00s', '50'], ['american', '25'], ['new york', '25'], ['male vocalist', '25'], ['mims', '25'], ['cool beat', '25'], ['sick bass', '25'], ['cop it', '25'], ['718', '0'], ['LX', '0'], ['lollypop', '0'], ['MiMS rocks', '0']]"
b'Rick Astley',b'You Move Me',b'Whenever You Need Somebody',"[['80s', '100'], ['celeste nostalgia', '33'], ['party pop', '33'], ['instant party', '33'], ['hit factory', '33'], [""1980's"", '33'], ['rick astley', '33'], ['Young', '33'], ['explosive', '33'], ['male vocalist', '33'], ['synthesizer', '33'], ['heartache', '33'], [""80's"", '33'], ['1980s', '33'], ['catchy', '33'], ['sweet', '33'], ['oldies', '33'], ['party', '33'], ['dance', '33'], ['singer-songwriter', '33'], ['pop', '33'], ['sexy', '33'], ['eighties', '33']]"
b'RUN-DMC',b'Can I Get A Witness',b'Down With The King',"[['rap', '100'], ['Hip-Hop', '100'], ['thuggish', '100']]"
b'Chimaira',b'Left For Dead (Album Version)',b'Chimaira',"[['heavy metal', '100'], ['metalcore', '66'], ['metal', '33'], ['rock', '33'], ['Progressive metal', '33'], ['thrash metal', '33'], ['trash metal', '33'], ['xxx', '33'], ['fast and loud', '33'], ['as', '0']]"
b'Sui Generis',b'Zapando Con La Gente',b'Adios Sui Generis Vol.I',[]
b'The James Taylor Quartet',b'The Obsession',b'The Oscillator',"[['jazz', '100'], ['funk', '100'], ['Hammond', '100'], ['lanozionedeltempo', '100']]"
b'Pedro Luis e a Parede',b'In The Rain',b'Astronauta Tupy',"[['chill', '100'], ['pedro luis e a parede', '100']]"
b'Cindy Morgan',b'Need (LP Version)',b'Listen',[]
b'Joe Grushecky',b'A Good Life',b'A Good Life',"[['rock', '100'], ['classic rock', '50'], ['americana', '50'], ['Bruce Springsteen', '50'], ['backstreets', '50']]"
b'The Clancy Brothers;Tommy Makem',b'In This Windy Old Weather',b'The Clancy Brothers and Tommy Makem In Concert',[]
b'Big Star',b'Till The End Of The Day (Alternate Mix)',b'Keep An Eye On The Sky',[]
b'Double Image',b'Three Romances_ Op. 22: III',b'Secret Wispers - Double Image pays homage to Clara Schumann',[]
b'Gorki',b'Morse',b'Homo Erectus',"[['seen live', '100']]"
b'Kitty Wells',"b""Makin' Believe""",b'Backline Volume 56',"[['classic country', '100'], ['country', '73'], ['female vocalists', '33'], ['twang', '20'], ['female', '13'], ['My Country', '13'], ['My Kentucky Roots', '6'], ['double-ender 2', '6'], ['m1c4a1', '6'], ['country great', '6'], ['vocals female', '6'], ['Female country', '6'], ['loved', '6'], ['heartache', '6'], ['sad songs', '6'], ['fiddle', '6'], ['vocals', '6'], ['the great country music world', '0'], ['oldies', '0'], ['mystie chamberlin', '0'], ['Just Another Folk Singer', '0'], ['The Merch Grrls', '0'], ['ThrowAway Grrls', '0'], ['Teh Typos', '0']]"
b'The Mars Volta',b'Eriatarka',b'Deloused in the Comatorium',"[['Progressive rock', '100'], ['experimental', '46'], ['rock', '31'], ['The Mars Volta', '30'], ['alternative', '25'], ['psychedelic', '21'], ['Progressive', '19'], ['Experimental Rock', '15'], ['alternative rock', '15'], ['prog rock', '9'], ['indie', '8'], ['00s', '8'], ['metal', '7'], ['Awesome', '7'], ['epic', '7'], ['silent intensity', '6'], ['FUCKING AWESOME', '6'], ['indie rock', '6'], ['art rock', '6'], ['mars volta', '6'], ['hard rock', '5'], ['space rock', '5'], ['Psychedelic Rock', '4'], ['prog', '4'], ['post-hardcore', '4'], ['classic rock', '3'], ['favorites', '3'], ['american', '3'], ['Masterpiece', '3'], ['crazy', '3'], ['2003', '3'], ['omar rodriguez-lopez', '3'], ['ambient', '3'], ['Head explodingly good', '3'], ['interesting', '3'], ['Stoner Rock', '3'], ['loved tracks', '2'], ['Favorite', '2'], ['Energetic', '2'], ['spiritual without religion', '2'], ['Cedric Bixler Zavala', '2'], ['bibibi', '2'], ['Love', '2'], ['Allen Poe General', '2'], ['Progressive metal', '2'], ['concept album', '1'], ['favorite songs', '1'], ['crazy guitars', '1'], ['moody', '1'], ['i have seen live', '1'], ['Concert Memories', '1'], ['Better Than Sex', '1'], ['trippy', '1'], ['heroin rock', '1'], ['interessant', '1'], ['over 5 minutes long', '0'], ['lyrics that explode my mind', '0'], ['pretention', '0'], ['makes my chest burn', '0'], ['ridiculous vocals', '0'], ['best fucking track ever', '0'], ['top tunes i do own', '0'], ['i fell in love with this band due to this song', '0'], ['Super Effing Awesome', '0'], ['la la sing-alongs', '0'], ['loved radio', '0'], ['rhiana', '0'], ['the mars volta experience', '0'], ['what a pair of lungs', '0'], ['ATDI Related', '0'], ['Indiecool', '0'], ['super extra cool', '0'], ['Uber Cool Music', '0'], ['annes favorite artists', '0'], ['sshhh', '0'], ['personalclassics', '0'], ['i rock harder', '0'], ['rockt', '0'], ['Favorite Volta tracks', '0'], ['Omar Rodriguez', '0'], ['Musical orgasm', '0'], ['best of all', '0'], ['haunted aural realm', '0'], ['FairyIncognito', '0'], ['Remember to check later', '0'], ['Best song EVERRRRRRRRR', '0'], ['nostalgic: 2001 - winter', '0'], ['Androginy', '0'], ['TimeToParty', '0'], ['ska lyssna', '0'], ['Allen Poe Favorite Artists', '0'], ['Allen Poe Rock', '0'], ['doSluchania', '0'], ['doPamieci', '0'], ['eargasmic', '0'], ['absolutely mind blowing', '0'], ['Cedric Bixler-Zavala', '0'], ['Hotlist', '0'], ['atemwende', '0'], ['nostalgia lol', '0']]"
b'Isabel Pantoja',b'Adelante',b'Donde El Coraz\xc3\xb3n Me Lleve',[]
b'The Highwaymen',b'Shaggy Dog Songs',b'Hootenanny With The Highwaymen',[]
b'Lynn August',b'Trust In The Lord',b'Creole People',[]
b'Snow Patrol',b'Just Say Yes',b'Just Say Yes',"[['indie', '100'], ['alternative rock', '80'], ['pop', '74'], ['rock', '67'], ['Snow Patrol', '58'], ['alternative', '29'], ['britpop', '25'], ['Love', '22'], ['sweet', '19'], ['indie rock', '19'], ['2009', '19'], ['male vocalists', '16'], ['UK top 40', '12'], ['Workout', '9'], ['Favourite Songs', '9'], ['indie indie indie', '9'], ['Dynamit', '9'], ['romantic', '9'], ['Channel X', '9'], ['ide mloda genialna trzymam rece w kieszeniach', '9'], ['LOVE LOVE LOVE', '9'], ['smile', '9'], ['acoustic', '9'], ['electronic rock', '9'], ['synthpop', '9'], ['brilliant', '6'], ['love songs', '6'], ['irish', '6'], ['beautiful', '6'], ['summer', '6'], ['leap year', '6'], ['absolutely wonderful', '6'], ['electro', '6'], ['electronic', '6'], ['great memories', '6'], ['extraordinary indie', '3'], ['damned good', '3'], ['radio maximum', '3'], ['songs that you wanna listen to over and over again', '3'], ['songs I absolutely love', '3'], ['All The Number Ones', '3'], ['catchy as fuck', '3'], ['tear jerker', '3'], ['playlista rmf fm', '3'], ['amorinexmisterl', '3'], ['the heartache that never ends', '3'], ['Digg this song', '3'], ['So Jyoti', '3'], ['mellowfabulous', '3'], ['So Freekin Good', '3'], ['top 100 songs of my 2009', '3'], ['Aga loves it', '3'], ['lovely interlude', '3'], ['special tag: inspiration', '3'], ['syluke', '3'], ['bestOf2009', '3'], ['jim mccann tag', '3'], ['kamienie milowe', '3'], ['dodgy bird', '3'], ['music for a rainy summer day', '3'], ['Goddish', '3'], ['Uplifting', '3'], ['indie pop', '3'], ['electronica', '3'], ['fun', '3'], ['female vocals', '3'], ['Favourites', '3'], ['chill', '3'], ['amazing', '3'], ['british', '3'], ['Scottish', '3'], ['melodic', '3'], ['alternative pop rock', '3'], ['lovely', '3'], ['top 40', '3'], ['magic', '3'], ['the best', '3'], ['zero', '3'], ['northern irish', '3'], ['Songs That Make Me Smile', '3'], ['easy-listening', '3'], ['songs that make me happy', '3'], ['My Favourites', '3'], ['i love you', '3'], ['Like this', '3'], ['00s', '0'], ['instrumental', '0'], ['miguel', '0'], ['rock songs', '0'], ['collection', '0'], ['Playlist2', '0'], ['Top 50 right now', '0'], ['favorites', '0'], ['american', '0'], ['relaxing', '0'], ['epic', '0'], ['2010', '0'], ['West Coast swing', '0'], ['las vegas', '0'], ['Favorite Bands', '0']]"
b'FFH',b'Why Do I',b'Found A Place',"[['christian', '100'], ['FFH', '100'], ['evangelicas', '100'], ['why do i', '100']]"
b'Beastie Boys',b'Get It Together',b'Ill Communication',"[['Hip-Hop', '100'], ['rap', '73'], ['hip hop', '66'], ['Beastie Boys', '37'], ['old school', '35'], ['90s', '26'], ['alternative', '16'], ['new york', '10'], ['alternative rap', '10'], ['rock', '8'], ['q-tip', '8'], ['groovy hip-hop', '7'], ['party', '7'], ['hip hop classic', '5'], ['east coast rap roots', '5'], ['Brooklyn', '5'], ['h1p h0p', '5'], ['lyrics by a rap icon', '5'], ['cool', '5'], ['hiphop', '5'], ['groovy', '5'], ['production by a famous producer', '3'], ['radio friendly stylings', '3'], ['subtle use of pianos', '3'], ['use of call-and-response vocals', '3'], ['explicit lyrics', '3'], ['1996', '3'], ['subtle use of turntables', '3'], ['underground hip-hop', '3'], ['native', '3'], ['a dry recording sound', '3'], ['danceable beats', '3'], ['best songs ever', '3'], ['a tight kick sound', '3'], ['Rap classic', '3'], ['Beastie Hop', '3'], ['hip-hop favorites', '3'], ['indie', '3'], ['leapsandloved', '3'], ['light percussion fills', '3'], ['ambiguous lyrics', '3'], ['Heavy Use of Guest Rappers', '3'], ['fun', '3'], ['punk rock', '3'], ['Greatest Songs Ever Made', '1'], ['funk hip hop', '1'], ['bodymove', '1'], ['The Beasties', '1'], ['nite out', '1'], ['1 2 oh my god', '1'], ['top 5 beasties track', '1'], ['down for whatever', '1'], ['electrofunk hip-hop', '1'], ['royalty bites', '1'], ['frenchysfavorites', '1'], ['general hip hop', '1'], ['badass chill', '1'], ['music that makes me melt', '1'], ['petes favorites', '1'], ['card playing', '1'], ['white chick', '1'], ['day driving town', '1'], ['was-is-will be', '1'], ['Mad Rhymes', '1'], ['tejko', '1'], ['perfect teenhood', '1'], ['r-a-p-rap', '1'], ['metro funky', '1'], ['Far Out Kiel 90er', '1'], ['magic men', '1'], ['pi-fu', '1'], ['music for people with superior taste', '1'], ['hailhip', '1'], ['cheese and macaroni', '1'], ['early real hip hop new wave', '1'], ['hip hop rocked on', '1'], ['feed4soul', '1'], ['phone is ringing omg', '1'], ['Karaoke Chris', '1'], ['-4', '1'], ['anydaynow top50', '1'], ['b-girl', '1'], ['Hip HopRap', '1'], ['HippHopp', '1'], ['hip-hop flow', '1'], ['dope rhymes', '1'], ['SMP', '1'], ['hip-hop class x', '1'], ['Hip-HopRap', '1'], ['sing along together', '1'], ['old nostalgic', '1'], ['flaunt', '1'], ['10 Tracks revisited - neighbours', '1'], ['amazing song with Q-tip', '1'], ['turn of phrase', '1'], ['yeuh boy', '1'], ['leapsandbounds favorite songs', '1'], ['triple dutch', '1'], ['lak', '1'], ['black eyed peas', '1']]"
b'Sandy Lam',b'San Geng Ye Ban',b'Ultimate Colletion - Sandy Lam',[]
b'POLINA',b'Tora',b'Kenourgios Erotas',[]
b'Karlheinz Stockhausen',"b""02'-15'""",b'Stockhausen - MANTRA',"[['experimental', '100'], ['Avant-Garde', '94'], ['contemporary classical', '83'], ['Classical', '50'], ['stockhausen', '38'], ['Arguman-loved tracks', '22'], ['electronic', '16'], ['classical new', '16'], ['avantgarde', '16'], ['composer', '11'], ['first-rate and free', '5'], ['use each number ONCE only', '5'], ['tedesco', '5'], ['bubblebath of noises', '5'], ['rex ferric faves', '5'], ['Tang', '5'], ['0004', '5'], ['live electronics', '5'], ['koenigsklasse', '5'], ['Aleman', '5'], ['gilbert', '5'], ['klassik neu', '5'], ['ab-ex minimalism', '5'], ['kocham lubie szanuje', '5'], ['02and15', '5'], ['CWDB - Classics', '5'], ['newcomposition', '5'], ['theta inducing', '5'], ['genius god', '5'], ['klassik stockhausen', '5'], ['4jsclassical', '5'], ['4armindosalvador', '5'], ['conc', '5'], ['q3jslfm', '5'], ['Thanks to', '5'], ['new classic', '5'], ['classic', '5'], ['instrumental', '5'], ['solyaris', '5'], ['german', '5'], ['powerful', '5'], ['genius', '5'], ['atmospheric', '5'], ['Klassik', '5'], ['deutsch', '5'], ['genial', '5'], ['score', '5'], ['classical piano', '5'], ['modern composition', '5'], ['0001', '5'], ['neue musik', '5'], ['space pop', '5'], ['PIX', '5'], ['prda', '5'], ['mantra', '5'], ['allemand', '5'], ['keys', '5'], ['js', '5'], ['contemporary classic', '5'], ['intricate', '5'], ['musicologist', '0'], ['musique concrete', '0'], ['piano', '0'], ['geklimper', '0'], ['co', '0'], ['gold track', '0'], ['eletroacustica', '0'], ['contempor', '0']]"
b'Beatnuts',"b""No Escapin' This""",b'TAKE IT OR SQUEEZE IT',"[['Hip-Hop', '100'], ['rap', '71'], ['hip hop', '71'], ['hiphop', '42'], ['the beatnuts', '28'], ['Old School Hip Hop', '28'], ['underground hip-hop', '28'], ['U-Tour', '14'], ['prze arcy turbo cyna', '14'], ['FiQ', '14'], ['da real old skool Hip Hop', '14'], ['STRICTLY FOR THE UNDERGOUND', '14'], ['DA REAL UNDERGROUND OLD SKOOL HIP HOP', '14'], ['TRUE musical HIP HOP', '14'], ['DJ Tony', '14'], ['songs that make me ride better', '14'], ['snowbaording', '14'], ['park song', '14'], ['lieblied', '14'], ['CAPTAINDINGELING4SHIZZOH', '14'], ['fucking dope', '14'], ['boah', '14'], ['dance', '14'], ['True Hip Hop', '14'], ['saw it live', '14'], ['Real hip-hop', '14'], ['par-tay', '14'], ['best ever', '14'], ['2001', '14'], ['Brits', '14'], ['underrated', '14'], ['underground hip hop', '14'], ['1979-2006: A Hip-Hop Odyssey - 800 Tracks In A 48 Minute Mix', '0']]"
